Date,Headline,Summary,Sentiment Score,Stock Name,Close,MA_7,MA_14,MA_30,Volatility_7,Sentiment_MA_7
2025-01-08,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,242.43344116210932,243.13839285714286,245.63608727088342,245.63608727088342,1.1850880301287732,-0.28282857142857143
2025-01-08,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,242.43344116210932,243.04420907156808,245.4073268345424,245.4073268345424,1.215139177136692,-0.08447142857142856
2025-01-10,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,236.58987426757807,242.115230015346,244.31210218157088,244.81949666341146,2.722573795113815,-0.28282857142857143
2025-01-10,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,236.58987426757807,240.95222255161826,243.21687752859933,244.30514526367188,3.1276730397713637,-0.08447142857142856
2025-01-13,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,234.1425628662109,239.43959917340956,242.0738481794085,243.70734629911536,3.5301248058761865,-0.28282857142857143
2025-01-13,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,234.1425628662109,238.3251081194196,240.93081883021765,243.17596944173178,3.8267179937275824,-0.08447142857142856
2025-01-14,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,233.02378845214844,237.05079214913502,240.17664664132255,242.64164412649055,3.9051902488970165,-0.28282857142857143
2025-01-14,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,233.02378845214844,235.706556047712,239.42247445242745,242.16075134277344,3.3190892019892537,-0.08447142857142856
2025-01-15,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,237.60874938964844,235.0173143659319,239.03076171875,241.94398934500558,1.8770587045097769,-0.28282857142857143
2025-01-15,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,237.60874938964844,235.1628679547991,238.63904898507255,241.74693298339844,2.0507879050221165,-0.08447142857142856
2025-01-16,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,228.00930786132807,233.93707275390625,237.44464765276226,241.14964493461278,3.262244729752203,-0.28282857142857143
2025-01-16,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,228.00930786132807,233.06089346749442,236.25024632045196,240.60213088989258,3.9491725610698762,-0.08447142857142856
2025-01-17,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,229.7274169921875,232.43015834263392,235.37763323102675,240.16714233398437,4.097418956729926,-0.28282857142857143
2025-01-17,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,229.7274169921875,231.95924813406808,234.50502014160153,239.76561443622296,4.2058128776450285,-0.08447142857142856
2025-01-21,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,222.39547729492188,230.44091796875,233.073737008231,239.12227602358217,5.482219029265877,-0.28282857142857143
2025-01-21,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,222.39547729492188,228.26759338378906,231.64245387486045,238.52489035470145,5.173913460904438,-0.08447142857142856
2025-01-22,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,223.58416748046875,226.26408168247767,230.71347481863836,238.00969301421065,3.3465193786633565,-0.28282857142857143
2025-01-22,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,223.58416748046875,225.63191877092635,229.78449576241627,237.52884216308593,3.379691006542193,-0.08447142857142856
2025-01-23,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,223.41436767578125,224.97549874441964,229.018196105957,236.57855377197265,3.2859095902615687,-0.28282857142857143
2025-01-23,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,223.41436767578125,224.0736345563616,228.25189644949776,235.62826538085938,2.547747406904299,-0.08447142857142856
2025-01-24,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,222.5353240966797,223.0461927141462,227.50272042410714,234.70794372558595,0.5712248770688806,-0.28282857142857143
2025-01-24,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,222.5353240966797,223.06617082868303,226.7535443987165,233.7876220703125,0.546587820508116,-0.08447142857142856
2025-01-27,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,229.6075439453125,224.09646606445312,226.1820297241211,233.3218002319336,2.4732476624183506,-0.28282857142857143
2025-01-27,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,229.6075439453125,224.95694841657365,225.61051504952567,232.8559783935547,3.2048984492366333,-0.08447142857142856
2025-01-28,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,237.99832153320312,227.01611328125,226.32401602608817,232.68616485595703,5.775523210190682,-0.28282857142857143
2025-01-28,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,237.99832153320312,229.0995352608817,227.03751700265067,232.51635131835937,6.799409371101972,-0.08447142857142856
2025-01-29,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,239.0971221923828,231.33992876325334,227.7067816598075,232.32855784098308,7.1866413045193145,-0.28282857142857143
2025-01-29,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,239.0971221923828,233.70589991978235,228.37604631696428,232.14076436360676,6.498142419267827,-0.08447142857142856
2025-01-30,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,237.3290557861328,235.8192901611328,229.44273049490792,231.98693288167317,4.290215523589019,-0.28282857142857143
2025-01-30,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,237.3290557861328,236.92236328125,230.50941467285156,231.83310139973958,3.3068591459637284,-0.08447142857142856
2025-01-31,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,235.7408142089844,237.79854474748885,231.37774658203125,231.61001383463542,1.1638673340611363,-0.28282857142857143
2025-01-31,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,235.7408142089844,237.47604370117188,232.24607849121094,231.38692626953124,1.3900730651433455,-0.08447142857142856
2025-02-03,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,227.75958251953125,236.01336669921875,232.55645098005022,231.09258321126302,3.889187885125076,-0.28282857142857143
2025-02-03,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,227.75958251953125,234.39371817452567,232.86682346888952,230.7982401529948,4.672744917306435,-0.08447142857142856
2025-02-04,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,232.54432678222656,233.45760454450334,233.58175223214286,230.74496561686198,4.206569236361129,-0.28282857142857143
2025-02-04,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,232.54432678222656,232.7740718296596,234.2966809953962,230.69169108072916,3.8459236253190285,-0.08447142857142856
2025-02-05,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,232.21469116210932,232.04344831194197,234.482905796596,230.6647211710612,3.2806280904152136,-0.28282857142857143
2025-02-05,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,232.21469116210932,231.53971644810264,234.66913059779577,230.63775126139322,2.8623333432801523,-0.08447142857142856
2025-02-06,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,232.9638671875,231.14300973074774,234.30952671595983,230.48292185465496,2.3250470390653337,-0.28282857142857143
2025-02-06,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,232.9638671875,231.88647896902899,233.9499228341239,230.32809244791667,1.845434864267104,-0.08447142857142856
2025-02-07,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,227.3800048828125,231.83225359235487,233.1129858834403,230.30711568196614,1.9870510257687068,-0.28282857142857143
2025-02-07,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,227.3800048828125,231.09449332101002,232.2760489327567,230.28613891601563,2.555897412264257,-0.08447142857142856
2025-02-10,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,227.6499938964844,230.39530290876112,231.58468736921037,230.21689147949218,2.7548792497537744,-0.28282857142857143
2025-02-10,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,227.6499938964844,229.74320329938615,230.89332580566406,230.14764404296875,2.7924322951201783,-0.08447142857142856
2025-02-11,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,232.6199951171875,229.80110386439733,230.67041015625,230.48846130371095,2.8557042422830783,-0.28282857142857143
2025-02-11,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,232.6199951171875,229.7519792829241,230.44749450683594,230.82927856445312,2.794532274577164,-0.08447142857142856
2025-02-12,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,236.8699951171875,230.30999755859375,231.0982382638114,231.2721394856771,3.7644543326427073,-0.28282857142857143
2025-02-12,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,236.8699951171875,231.66571044921875,231.74898202078683,231.71500040690105,4.215244305519575,-0.08447142857142856
2025-02-13,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,241.52999877929688,233.6871381487165,232.39081573486328,232.31885477701823,5.1144147559977196,-0.28282857142857143
2025-02-13,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,241.52999877929688,235.6699959891183,233.03264944893974,232.9227091471354,5.074194606371072,-0.08447142857142856
2025-02-14,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,244.6000061035156,238.0914263044085,233.91731480189733,233.65819854736327,4.634401778991077,-0.28282857142857143
2025-02-14,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,244.6000061035156,239.8028564453125,234.8019801548549,234.39368794759113,4.486798765437376,-0.08447142857142856
2025-02-18,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,244.47000122070312,241.49571446010046,235.62384687151228,234.88910319010418,3.4379389333567913,-0.28282857142857143
2025-02-18,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,244.47000122070312,242.58142961774553,236.44571358816964,235.3845184326172,2.890046283569928,-0.08447142857142856
2025-02-19,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,244.8699951171875,243.72428676060267,237.69499860491072,235.61357421875,1.504902874788078,-0.28282857142857143
2025-02-19,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,244.8699951171875,244.20142909458704,238.94428362165178,235.8426300048828,1.189712165508771,-0.08447142857142856
2025-02-20,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,245.8300018310547,244.81571524483817,240.24285561697823,236.0670593261719,0.4772782431558113,-0.28282857142857143
2025-02-20,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,245.8300018310547,244.9914289202009,241.5414276123047,236.29148864746094,0.5962224002978641,-0.08447142857142856
2025-02-21,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,245.5500030517578,245.12714276994978,242.46499960763114,236.56552022298177,0.60038215602353,-0.28282857142857143
2025-02-21,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,245.5500030517578,245.28142874581474,243.3885716029576,236.8395517985026,0.5389958356940405,-0.08447142857142856
2025-02-24,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,247.1000061035156,245.65714372907365,244.1192866734096,237.21819152832032,0.7531905250654266,-0.28282857142857143
2025-02-24,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,247.1000061035156,245.97571672712053,244.8500017438616,237.59683125813802,0.832226272424761,-0.08447142857142856
2025-02-25,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,247.0399932861328,246.2857164655413,245.24357278006417,238.23951161702473,0.7519938897943044,-0.28282857142857143
2025-02-25,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,247.0399932861328,246.4585723876953,245.63714381626673,238.88219197591147,0.7686646827408262,-0.08447142857142856
2025-02-26,"Deere shareholders reject anti-DEI proposal, as Trump pressures Apple to abandon diversity plans","Shareholders of Deere & Co. voted overwhelmingly to reject a proposal seeking to curb the farming-machinery maker’s diversity, equity and inclusion plans — the latest sign of investor resistance to conservative efforts to end diversity practices.",-0.8779,AAPL,240.3600006103516,245.67714364188058,245.33428628104073,239.14271443684896,2.4518065772064372,-0.28282857142857143
2025-02-26,PayPal has some big new growth targets. Can it hit its marks?,One analyst says the new growth goals seem achievable. Another worries competition from Apple Pay might get in the way.,0.5106,AAPL,240.3600006103516,244.9357147216797,245.03142874581474,239.40323689778646,3.1747955402488683,-0.08447142857142856
2024-12-30,"Eli Lilly's stock recovery chugs along, and Amazon's AI strategy adds a new pillar","Every weekday, the Investing Club releases the Homestretch; an actionable afternoon update just in time for the last hour of trading.",0.0,AMZN,221.3000030517578,221.3000030517578,221.3000030517578,221.3000030517578,,0.0
2024-12-30,"What we know about Alexa+ — Amazon’s new AI-powered voice assistant — and how the price compares to Google Gemini, ChatGPT","Amazon has revealed its new Alexa+ service, but it comes with a catch.",0.09,AMZN,221.3000030517578,221.3000030517578,221.3000030517578,221.3000030517578,0.0,0.045
2024-12-31,"Eli Lilly's stock recovery chugs along, and Amazon's AI strategy adds a new pillar","Every weekday, the Investing Club releases the Homestretch; an actionable afternoon update just in time for the last hour of trading.",0.0,AMZN,219.38999938964844,220.66333516438803,220.66333516438803,220.66333516438803,1.1027411284720228,0.03
2024-12-31,"What we know about Alexa+ — Amazon’s new AI-powered voice assistant — and how the price compares to Google Gemini, ChatGPT","Amazon has revealed its new Alexa+ service, but it comes with a catch.",0.09,AMZN,219.38999938964844,220.34500122070312,220.34500122070312,220.34500122070312,1.1027411284720228,0.045
2025-01-02,"Eli Lilly's stock recovery chugs along, and Amazon's AI strategy adds a new pillar","Every weekday, the Investing Club releases the Homestretch; an actionable afternoon update just in time for the last hour of trading.",0.0,AMZN,220.22000122070312,220.32000122070312,220.32000122070312,220.32000122070312,0.9566365544541001,0.036
2025-01-02,"What we know about Alexa+ — Amazon’s new AI-powered voice assistant — and how the price compares to Google Gemini, ChatGPT","Amazon has revealed its new Alexa+ service, but it comes with a catch.",0.09,AMZN,220.22000122070312,220.30333455403647,220.30333455403647,220.30333455403647,0.8566151204134306,0.045000000000000005
2025-01-03,"Eli Lilly's stock recovery chugs along, and Amazon's AI strategy adds a new pillar","Every weekday, the Investing Club releases the Homestretch; an actionable afternoon update just in time for the last hour of trading.",0.0,AMZN,224.19000244140625,220.85857282366072,220.85857282366072,220.85857282366072,1.6641868803777675,0.038571428571428576
2025-01-03,"What we know about Alexa+ — Amazon’s new AI-powered voice assistant — and how the price compares to Google Gemini, ChatGPT","Amazon has revealed its new Alexa+ service, but it comes with a catch.",0.09,AMZN,224.19000244140625,221.27142987932478,221.2750015258789,221.2750015258789,2.094736015578182,0.05142857142857143
2025-01-06,"Eli Lilly's stock recovery chugs along, and Amazon's AI strategy adds a new pillar","Every weekday, the Investing Club releases the Homestretch; an actionable afternoon update just in time for the last hour of trading.",0.0,AMZN,227.6100006103516,222.17285810198103,221.97889031304254,221.97889031304254,3.1837128862278816,0.038571428571428576
